"","name","mass","hd","hip","teff","ra","dec","min_time","max_time","time_span","rms","nsets","ndata","telescopes","fn"
"50","GJ 649",0.54,NA,"HIP 83043",3700,254.53688,25.74416,2451409.824,2455111.736,3701.91200000001,9.54,1,43,"KECK","GJ649.sys"
"51","GJ 674",0.35,NA,"HIP 85523",3600,262.166443,-46.895191,2453158.75187,2453983.52887,824.777000000235,0.01,1,32,"6M","GJ674.sys"
"52","GJ 676 A",0.71,NA,"HIP 85647",NA,262.546692,-51.636978,2453917.74799,2455711.71907,1793.97108000005,94.61,1,75,"ESO","GJ676A.sys"
"53","GJ 832",0.45,"HD 204961","HIP 106440",3472,323.391571,-49.009006,2451034.0873,2454553.3041,3519.21680000005,11.43,1,32,"AAT","GJ832.sys"
"54","GJ 849",0.49,NA,"HIP 109388",NA,332.418121,-4.640729,2451410.0215,2453960.9584,2550.93690000009,15.4,1,29,"KECK","GJ849.sys"
"55","GJ 86",0.77,"HD 13445","HIP 10138",5151,32.608059,-50.823723,2450831.034977,2454483.520342,3652.48536499962,267.87,2,66,NA,"GJ86.sys"
"56","GJ 876",0.33,NA,"HIP 113020",NA,343.319733,-14.2637,2449679.6316,2453369.708,3690.07640000014,161.69,2,171,"LICK, KECK","GJ876.sys"
"57","HAT-P-1",1.12,NA,NA,5975,344.445104,38.674953,2453897.11172,2454364.08441,466.972690000199,25.09,4,129,"SUBARU, SUBARU, KECK, SUBARU","HAT-P-1.sys"
"58","HAT-P-11",0.81,NA,"HIP 97657",4780,297.709351,48.080856,2454335.89332,2454790.68835,454.795030000154,10.22,1,53,"KECK","HAT-P-11.sys"
"59","HAT-P-12",0.73,NA,NA,4650,209.389496,43.493534,2454187.03115,2454674.76312,487.731969999615,25.81,1,21,"KECK","HAT-P-12.sys"
"60","HAT-P-13",1.22,NA,NA,5653,129.882538,47.352051,2454548.8065,2455260.85979,712.053290000185,110.35,1,96,"KECK","HAT-P-13.sys"
"61","HAT-P-14",1.39,NA,NA,6600,260.11618,38.242165,2454602.85803,2455106.77226,503.914230000228,158.88,1,14,"KECK","HAT-P-14.sys"
"62","HAT-P-15",1.01,NA,NA,5568,66.248024,39.460636,2454337.11515,2455193.91529,856.800139999948,119.92,1,23,"KECK","HAT-P-15.sys"
"63","HAT-P-16",1.22,NA,NA,6140,9.573181,42.463078,2455017.09285,2455135.02181,117.928959999699,459.47,3,27,"KECK, NOT, NOT","HAT-P-16.sys"
"64","HAT-P-18",0.77,NA,NA,4803,256.346466,33.012512,2454397.7342,2455261.11905,863.384850000031,23.66,1,24,"KECK","HAT-P-18.sys"
"65","HAT-P-2",1.36,"HD 147506","HIP 80076",6290,245.151489,41.048084,2453813.0208,2454603.9321,790.911299999803,581.94,5,153,"KECK, LICK, KECK, TILLINGHAST, ELODIE","HAT-P-2.sys"
"66","HAT-P-20",0.76,NA,NA,4595,111.916466,24.33663,2454934.84149,2455192.11754,257.276049999986,1200.19,1,10,"KECK","HAT-P-20.sys"
"67","HAT-P-21",0.95,NA,NA,5588,171.274948,41.027954,2454954.92307,2455229.12322,274.200149999931,387.7,1,15,"KECK","HAT-P-21.sys"
"68","HAT-P-22",0.92,"HD 233731",NA,5302,155.681717,50.128345,2454928.94934,2455193.93435,264.985010000411,248.22,1,12,"KECK","HAT-P-22.sys"
"69","HAT-P-23",1.13,NA,NA,5905,306.12384,16.762152,2454638.10601,2455193.7108,555.604789999779,276.66,1,13,"KECK","HAT-P-23.sys"
"70","HAT-P-24",1.19,NA,NA,6373,108.825058,14.262599,2454928.76217,2455193.85228,265.090110000223,68.13,1,18,"KECK","HAT-P-24.sys"
"71","HAT-P-25",1.01,NA,NA,5500,48.435417,25.197405,2455188.91303,2455251.84005,62.9270200002939,55.3,1,8,"KECK","HAT-P-25.sys"
"72","HAT-P-26",0.82,NA,NA,5079,213.156387,4.059997,2455193.11925,2455375.80851,182.689259999897,6.8,1,12,"KECK","HAT-P-26.sys"
"73","HAT-P-27",0.94,NA,NA,5300,222.767441,5.947368,2455686.69104,2455695.757478,9.06643800018355,41.47,1,36,"ESO","HAT-P-27.sys"
"74","HAT-P-28",1.02,NA,NA,5680,13.000766,34.728413,2455107.11869,2455251.75531,144.636620000005,69.56,2,17,"KECK, NOT","HAT-P-28.sys"
"75","HAT-P-29",1.21,NA,NA,6087,33.131142,51.778759,2455466.00284,2455544.9559,78.9530599997379,66.49,1,8,"KECK","HAT-P-29.sys"
"76","HAT-P-3",0.92,NA,NA,5185,206.09411,48.02867,2454187.01101,2454278.86111,91.8500999999233,76.62,1,9,"KECK","HAT-P-3.sys"
"77","HAT-P-30",1.24,NA,NA,6304,123.949898,5.836719,2455313.78961,2455614.01252,300.222910000011,33.89,2,77,"SUBARU, KECK","HAT-P-30.sys"
"78","HAT-P-35",1.24,NA,NA,6096,123.250763,4.787023,2455466.12094,2455545.14866,79.0277200001292,119.01,2,12,"KECK, NOT","HAT-P-35.sys"
"79","HAT-P-36",1.02,NA,NA,5560,188.266251,44.915352,2455547.02139,2455559.99613,12.974739999976,238.06,1,7,"FLWO","HAT-P-36.sys"
"80","HAT-P-37",0.93,NA,NA,5500,284.296051,51.269138,2455646.92799,2455698.79464,51.8666499997489,139.84,1,13,"FLWO","HAT-P-37.sys"
"81","HAT-P-39",1.4,NA,NA,6430,113.758247,17.830082,2454954.81362,2455699.76307,744.949449999724,67.35,1,28,"KECK","HAT-P-39.sys"
"82","HAT-P-4",1.26,NA,NA,5860,229.991355,36.22962,2454186.98522,2454279.86357,92.8783499998972,59.17,1,9,"KECK","HAT-P-4.sys"
"83","HAT-P-40",1.51,NA,NA,6080,335.512848,45.457378,2455191.81591,2455853.75742,661.941510000266,41.44,1,13,"KECK","HAT-P-40.sys"
"84","HAT-P-41",1.42,NA,NA,6390,297.322662,4.672421,2455375.9705,2455814.94017,438.96967000002,80.27,2,22,"KECK, NOT","HAT-P-41.sys"
"85","HAT-P-49",1.54,"HD 340099",NA,6820,305.441406,26.692652,2456110.90255,2456237.64971,126.747159999795,181.59,2,22,"FLWO, ELODIE","HAT-P-49.sys"
"86","HAT-P-5",1.16,NA,NA,5960,274.405487,36.62141,2454227.5199,2454255.5171,27.9971999996342,92.66,1,8,"ELODIE","HAT-P-5.sys"
"87","HAT-P-6",1.29,NA,NA,6570,354.774231,42.465973,2454022.70228,2454337.86117,315.158890000079,84.17,1,15,"KECK","HAT-P-6.sys"
"88","HAT-P-7",1.47,NA,NA,6350,292.247314,47.969513,2454336.7396,2455044.07369,707.334090000018,115.5,2,86,"SUBARU, KECK","HAT-P-7.sys"
"89","HAT-P-8",1.28,NA,NA,6200,343.041077,35.447109,2454336.83041,2454427.80583,90.9754200000316,113.58,1,10,"KECK","HAT-P-8.sys"
"90","HAT-P-9",1.28,NA,NA,6350,110.168526,37.140652,2454233.3347,2454591.3647,358.029999999795,65.24,1,15,"ELODIE","HAT-P-9.sys"
"91","HATS-1",0.99,NA,NA,5870,175.52533,-23.354836,2455701.46966,2456035.651,334.181340000127,172.77,3,33,"ESO, ESO, AAT","HATS-1.sys"
"92","HATS-2",0.88,NA,NA,5227,176.73909,-22.562992,2455701.52346,2456035.674,334.150540000293,221.33,3,18,"ESO, ESO, AAT","HATS-2.sys"
"93","HD 100655",1,"HD 100655","HIP 56508",NA,173.76564,20.441545,2453428.2166,2455026.9737,1598.75710000005,26.44,2,45,"OAO, BOAO","HD100655.sys"
"94","HD 100777",1,"HD 100777","HIP 56572",NA,173.964676,-4.755697,2453063.7383,2453920.511,856.772700000089,0.02,1,29,"6M","HD100777.sys"
"95","HD 101930",1,"HD 101930","HIP 57172",NA,175.875458,-58.006886,2453038.78552,2453400.81929,362.033770000096,0.01,1,16,"6M","HD101930.sys"
"96","HD 102117",1,"HD 102117","HIP 57291",NA,176.210251,-58.703709,2450946.95735,2453571.873039,2624.91568900039,8.16,2,57,"AAT, 6M","HD102117.sys"
"97","HD 102195",1,"HD 102195","HIP 57370",NA,176.426224,2.821483,2453372.014,2453936.476701,564.462700999808,68.52,4,78,"6M, 1M, 9M, HET","HD102195.sys"
"98","HD 104985",1,"HD 104985","HIP 58952",NA,181.312988,76.905731,2451982.1212,2454216.1184,2233.9972000001,126.72,1,52,"88M","HD104985.sys"
"99","HD 106252",1,"HD 106252","HIP 59610",NA,183.372955,10.041638,2450509.5887,2462295.022,11785.4332999997,84.12,5,125,"HJS, HET, LICK, ELODIE, LICK","HD106252.sys"
"100","HD 10647",1.11,"HD 10647","HIP 7978",6218,25.622149,-53.740833,2450831.018912,2453574.260298,2743.24138600007,14.13,1,28,"AAT","HD10647.sys"
"101","HD 10697",1,"HD 10697","HIP 8159",NA,26.232603,20.083149,2450367.061748,2454424.59411,4057.53236200009,73.48,3,131,"HJS, HET, KECK","HD10697.sys"
"102","HD 107148",1,"HD 107148","HIP 60081",NA,184.806213,-3.319789,2451553.076875,2453754.077789,2201.00091399997,7.61,1,35,"KECK","HD107148.sys"
"103","HD 108147",1,"HD 108147","HIP 60644",NA,186.44278,-64.022087,2450830.242789,2453516.99066,2686.74787100032,26.26,2,172,"AAT, EULER","HD108147.sys"
"104","HD 108874",1,"HD 108874","HIP 61028",NA,187.612015,22.879829,2451372.747234,2454545.022234,3172.27499999991,22.46,2,95,"KECK, HET","HD108874.sys"
"105","HD 109749",1,"HD 109749","HIP 61595 A",NA,189.318237,-40.812115,2453015.16544,2453551.80551,536.640069999732,17.82,1,21,"KECK","HD109749.sys"
"106","HD 111232",0.78,"HD 111232","HIP 62534",5494,192.215637,-68.425148,2450863.4875,2452794.5803,1931.09280000022,104.41,2,53,"MAGELLAN, EULER","HD111232.sys"
"107","HD 114386",1,"HD 114386","HIP 64295",NA,197.665924,-35.054783,2451246.7886,2452796.6136,1549.82499999972,0.03,1,58,"EULER","HD114386.sys"
"108","HD 114729",1,"HD 114729","HIP 64459",NA,198.184402,-31.873348,2450463.147373,2453425.087674,2961.94030099967,12.53,1,42,"KECK","HD114729.sys"
"109","HD 114762",1,"HD 114762","HIP 64426",NA,198.08226,17.517122,2447496.0033,2452033.864745,4537.86144499993,393.06,2,73,"LICK, HJS","HD114762.sys"
"110","HD 114783",1,"HD 114783","HIP 64457",NA,198.182434,-2.26504,2450983.79169,2454191.77547,3207.98378000036,26.61,2,88,"HET, KECK","HD114783.sys"
"111","HD 11506",1.24,"HD 11506","HIP 8770",6055,28.210558,-19.506975,2453014.73505,2454286.11838,1271.3833300001,64.88,1,26,"KECK","HD11506.sys"
"112","HD 117207",1,"HD 117207","HIP 65808",NA,202.337967,-35.570995,2450463.162419,2453425.090023,2961.92760399962,20.01,1,43,"KECK","HD117207.sys"
"113","HD 117618",1,"HD 117618","HIP 66047",NA,203.106476,-47.271362,2450831.185972,2453576.903253,2745.71728100022,9.67,1,57,"AAT","HD117618.sys"
"114","HD 118203",1,"HD 118203","HIP 66192",NA,203.510574,53.728531,2453151.4302,2453553.3845,401.954300000332,0.17,1,43,"ELODIE","HD118203.sys"
"115","HD 11964",1,"HD 11964","HIP 9094",NA,29.290026,-10.242428,2450365.979236,2454727.955961,4361.97672499996,7.23,1,119,"KECK","HD11964.sys"
"116","HD 120084",2.39,"HD 120084","HIP 66903",4892,205.663345,78.064438,2452758.08834,2456288.33466,3530.24632000038,23.15,1,33,"OAO","HD120084.sys"
"117","HD 121504",1,"HD 121504","HIP 68162",NA,209.321823,-56.040043,2451299.7398,2452796.6429,1496.90309999976,0.04,1,100,"EULER","HD121504.sys"
"118","HD 125612",1,"HD 125612","HIP 70123",NA,215.222977,-17.481522,2453190.83262,2454251.82778,1060.99515999993,63.23,1,19,"KECK","HD125612.sys"
"119","HD 12661",1,"HD 12661","HIP 9683",NA,31.142866,25.414305,2451155.746094,2454727.061644,3571.31554999994,59.54,2,106,"LICK, KECK","HD12661.sys"
"120","HD 128311",1,"HD 128311","HIP 71395",NA,219.002335,9.746518,2450983.827,2454318.61493,3334.78793000011,81.82,2,154,"HET, KECK","HD128311.sys"
"121","HD 129445",1,"HD 129445","HIP 72203",NA,221.512772,-68.762749,2452864.5311,2455017.62,2153.08890000032,32.25,1,17,"MAGELLAN","HD129445.sys"
"122","HD 130322",1,"HD 130322","HIP 72339",NA,221.886368,-0.281476,2451257.851949,2454251.84318,2993.99123100005,78.49,4,165,"HJS, HET, KECK, EULER","HD130322.sys"
"123","HD 131664",1,"HD 131664","HIP 73408",NA,225.025314,-73.535339,2453146.689878,2454609.613271,1462.92339299992,0.16,1,41,"6M","HD131664.sys"
"124","HD 132406",1,"HD 132406","HIP 73146",NA,224.227707,53.382168,2453152.4773,2454230.5803,1078.10300000012,56.68,2,21,"ELODIE, ELODIE","HD132406.sys"
"125","HD 132563",1,"HD 132563","HIP 73261 A",NA,224.589661,44.043148,2452013.6719,2455658.6217,3644.94980000006,23.81,1,47,"TNG","HD132563.sys"
"126","HD 134987",1,"HD 134987","HIP 74500",NA,228.369446,-25.309347,2450276.802,2455111.8779,4835.07590000005,34.23,2,138,"KECK, AAT","HD134987.sys"
"127","HD 136418",1,"HD 136418","HIP 74961",NA,229.775757,41.733208,2454216.954,2455256.997,1040.04300000006,31.84,1,24,"KECK","HD136418.sys"
"128","HD 139357",1,"HD 139357","HIP 76311",NA,233.81749,53.922142,2453051.72368,2454338.350758,1286.62707799999,112.08,1,49,"JENSCH","HD139357.sys"
"129","HD 141937",1,"HD 141937","HIP 77740",NA,238.07312,-18.436066,2451268.83702,2452150.540896,881.703875999898,0.11,1,81,"EULER","HD141937.sys"
"130","HD 142",1.23,"HD 142","HIP 522",6245,1.579898,-49.075191,2450830.958715,2453632.196664,2801.23794899974,28.52,1,53,"AAT","HD142.sys"
"131","HD 142022 A",1,"HD 142022 A","HIP 79242",NA,242.562592,-84.231613,2451359.59105,2453520.71375,2161.12270000018,26.86,2,76,"6M, EULER","HD142022A.sys"
"132","HD 142415",1,"HD 142415","HIP 78169",NA,239.419968,-60.200256,2451268.8546,2452797.7308,1528.87619999982,0.02,1,137,"EULER","HD142415.sys"
"133","HD 143361",1,"HD 143361","HIP 78521",NA,240.459778,-44.434536,2450864.5793,2454581.807762,3717.22846199991,38.76,2,18,"6M, MAGELLAN","HD143361.sys"
"134","HD 145377",1,"HD 145377","HIP 79346",NA,242.901855,-27.078173,2453542.633832,2454648.688288,1106.05445599975,0.17,1,64,"6M","HD145377.sys"
"135","HD 145457",1,"HD 145457","HIP 79219",NA,242.516312,26.74275,2453843.85343,2455233.29591,1389.44247999974,56,2,26,"SUBARU, 88M","HD145457.sys"
"136","HD 1461",1.02,"HD 1461","HIP 1499",5765,4.674448,-8.053001,2450366.93641,2455054.04263,4687.10621999996,3.81,2,164,"KECK, KECK","HD1461.sys"
"137","HD 147513",1,"HD 147513","HIP 80337",NA,246.005371,-39.192982,2451022.572,2452712.8544,1690.28239999991,0.02,1,30,"EULER","HD147513.sys"
"138","HD 148427",1,"HD 148427","HIP 80687",NA,247.117294,-13.39964,2452117.77468,2454866.07445,2748.29977000039,16.93,1,31,"LICK","HD148427.sys"
"139","HD 149026",1.34,"HD 149026","HIP 80838",6160,247.623413,38.347309,2453206.913796,2453602.745,395.831203999929,26.48,2,20,"SUBARU, KECK","HD149026.sys"
"140","HD 149143",1,"HD 149143","HIP 81022",NA,248.212708,2.084832,2453197.91,2453614.3141,416.404099999927,107.2,2,25,"KECK, ELODIE","HD149143.sys"
"141","HD 152079",1,"HD 152079","HIP 82632",NA,253.373901,-46.332958,2452917.4972,2455019.6938,2102.19659999991,13.75,1,15,"MAGELLAN","HD152079.sys"
"142","HD 153950",1,"HD 153950","HIP 83547",NA,256.128632,-43.309769,2452852.541834,2454643.794707,1791.25287299976,0.04,1,49,"6M","HD153950.sys"
"143","HD 154345",1,"HD 154345","HIP 83389",NA,255.651688,47.081882,2450547.11003,2454335.81712,3788.70708999969,8.7,1,55,"KECK","HD154345.sys"
"144","HD 154672",1,"HD 154672","HIP 83983",NA,257.520477,-56.449268,2453189.7132,2454581.870548,1392.15734799998,144.66,2,22,"6M, MAGELLAN","HD154672.sys"
"145","HD 154857",1.72,"HD 154857","HIP 84069",5605,257.815521,-56.680798,2452389.2358,2454037.8808,1648.64500000002,35.08,1,28,"AAT","HD154857.sys"
"146","HD 155358",1,"HD 155358","HIP 83949",NA,257.394226,33.355854,2452071.904837,2454167.924067,2096.01922999974,24.08,1,71,"HET","HD155358.sys"
"147","HD 156279",1,"HD 156279","HIP 84171",NA,258.09668,63.352093,2455330.5522,2455584.7229,254.170700000133,297,1,15,"ELODIE","HD156279.sys"
"148","HD 159868",1,"HD 159868","HIP 86375",NA,264.748016,-43.145515,2452390.2278,2454037.8961,1647.66830000002,26.16,1,28,"AAT","HD159868.sys"
"149","HD 160691",1.08,"HD 160691","HIP 86796",5807,266.036255,-51.834053,2451118.887431,2453886.76366,2767.87622900028,23.63,3,234,"AAT, 6M, EULER","HD160691.sys"
"150","HD 16141",1,"HD 16141","HIP 12048",NA,38.833035,-3.560602,2450365.988831,2453368.849144,3002.86031300016,7.79,1,71,"KECK","HD16141.sys"
"151","HD 16175",1,"HD 16175","HIP 12191",NA,39.257961,42.062634,2453338.681,2454904.639,1565.9580000001,55.29,1,44,"LICK","HD16175.sys"
"152","HD 162020",1,"HD 162020","HIP 87330",NA,267.659821,-40.318348,2451353.723098,2452196.493808,842.770709999837,1.11,1,46,"EULER","HD162020.sys"
"153","HD 163607",1.09,"HD 163607","HIP 87601",5543,268.418732,56.391956,2453570.8646,2455763.7659,2192.90130000003,38.21,1,53,"KECK","HD163607.sys"
"154","HD 16417",1,"HD 16417","HIP 12186",NA,39.244198,-34.577976,2450831.0428,2454705.0833,3874.04050000012,4.43,2,88,"KECK, AAT","HD16417.sys"
"155","HD 164509",1.13,"HD 164509","HIP 88268",5922,270.380127,0.104556,2453570.8176,2455723.9194,2153.10179999983,12.19,1,49,"KECK","HD164509.sys"
"156","HD 164604",1,"HD 164604","HIP 88414",NA,270.7789,-28.560644,2452808.7659,2455019.7039,2210.93800000008,36.19,1,18,"MAGELLAN","HD164604.sys"
"157","HD 164922",1,"HD 164922","HIP 88348",NA,270.628601,26.313002,2450275.965787,2453696.688423,3420.72263599979,6.1,1,64,"KECK","HD164922.sys"
"158","HD 167042",1.5,"HD 167042","HIP 89047",4943,272.631836,54.286552,2453077.3248,2454554.3268,1477.00199999986,24.22,2,60,"88M, LICK","HD167042.sys"
"159","HD 168443",0.99,"HD 168443","HIP 89844",5491,275.016388,-9.595722,2450603.01184,2454398.746424,3795.73458399996,337.37,3,206,"KECK, HJS, EULER","HD168443.sys"
"160","HD 168746",0.93,"HD 168746","HIP 90004",5564,275.457428,-11.922684,2451300.84305,2453546.888183,2246.04513300024,22.01,2,170,"KECK, EULER","HD168746.sys"
"161","HD 169830",1.4,"HD 169830","HIP 90485",6299,276.956177,-29.816866,2451296.792509,2451645.894411,349.10190200014,0.06,1,35,"EULER","HD169830.sys"
"162","HD 170469",1.14,"HD 170469","HIP 90593",5810,277.295746,11.695502,2451705.96808,2454250.01196,2544.04387999978,8.8,1,35,"KECK","HD170469.sys"
"163","HD 171028",0.99,"HD 171028",NA,5663,278.064552,6.945749,2453310.4946,2454196.8946,886.400000000373,0.04,1,19,"6M","HD171028.sys"
"164","HD 17156",1.24,"HD 17156","HIP 13192",6100,42.435364,71.753235,2453746.75853,2454546.83309,800.07455999963,85.89,6,128,"TNG, HJS, HET, SUBARU, KECK, 88M","HD17156.sys"
"165","HD 173416",2,"HD 173416","HIP 91852",4683,280.900452,36.556606,2453519.2335,2454796.9111,1277.67760000005,41.31,2,52,"16M, 88M","HD173416.sys"
"166","HD 175167",1,"HD 175167","HIP 93281",NA,285.003479,-69.944244,2453189.7359,2455017.7389,1828.00300000003,129.81,1,13,"MAGELLAN","HD175167.sys"
"167","HD 175541",1.65,"HD 175541","HIP 92895",5060,283.920349,4.265325,2450283.952,2453968.92,3684.96799999988,11.44,1,29,"KECK","HD175541.sys"
"168","HD 177830",1,"HD 177830","HIP 93746",NA,286.336548,25.92066,2450276.023462,2453552.030926,3276.00746400002,26.74,1,54,"KECK","HD177830.sys"
"169","HD 178911 B",1,"HD 178911 B","HIP 94075",NA,287.262939,34.59985,2451341.972222,2454400.59558,3058.62335800007,243.47,3,98,"HET, KECK, ELODIE","HD178911B.sys"
"170","HD 179079",1.15,"HD 179079","HIP 94256",5684,287.790955,-2.638385,2453197.99712,2454777.76256,1579.76544000022,6.22,1,74,"KECK","HD179079.sys"
"171","HD 179949",1.21,"HD 179949","HIP 94645",6168,288.888458,-24.179352,2451002.072951,2453911.90672,2909.83376899967,81.33,3,105,"KECK, AAT, HJS","HD179949.sys"
"172","HD 180314",1,"HD 180314","HIP 94576",NA,288.709198,31.86035,2453844.01193,2455267.30944,1423.29750999995,230.11,2,24,"SUBARU, 88M","HD180314.sys"
"173","HD 180902",1,"HD 180902","HIP 94951",NA,289.823792,-23.558155,2454339.767,2455169.685,829.918000000063,20.27,1,12,"KECK","HD180902.sys"
"174","HD 181342",1,"HD 181342","HIP 95124",NA,290.267639,-23.619572,2454339.768,2455169.686,829.918000000063,42.05,1,17,"KECK","HD181342.sys"
"175","HD 181433",0.78,"HD 181433","HIP 95467",4962,291.289856,-66.468796,2452797.865442,2454554.893271,1757.02782900026,0.01,1,107,"6M","HD181433.sys"
"176","HD 183263",1.17,"HD 183263","HIP 95740",5936,292.102386,8.358054,2452094.891736,2454398.763345,2303.87160900002,52.68,1,41,"KECK","HD183263.sys"
"177","HD 185269",1.28,"HD 185269","HIP 96507",5980,294.29892,28.499865,2453155.98,2453934.4256,778.44560000021,58.91,2,68,"LICK, ELODIE","HD185269.sys"
"178","HD 187085",1.22,"HD 187085","HIP 97546",6075,297.391541,-37.780552,2451120.917,2453665.9534,2545.0364000001,12.28,1,40,"AAT","HD187085.sys"
"179","HD 187123",1,"HD 187123","HIP 97336",5830,296.742126,34.419525,2450805.701678,2454343.841111,3538.13943300024,53.99,2,133,"KECK, ELODIE","HD187123.sys"
"180","HD 188015",1.09,"HD 188015","HIP 97769",5746,298.018921,28.100376,2451754.895579,2453549.9939,1795.09832100011,28.36,1,44,"KECK","HD188015.sys"
"181","HD 189733",0.84,"HD 189733","HIP 98505",5050,300.182129,22.710854,2452832.881794,2454341.649974,1508.76818000013,68.79,2,164,"6M, KECK","HD189733.sys"
"182","HD 190360",0.96,"HD 190360","HIP 98767",5590,300.905853,29.896805,2449611.4278,2454721.866019,5110.43821899965,16.23,3,176,"KECK, ELODIE, TILLINGHAST","HD190360.sys"
"183","HD 190647",1,"HD 190647","HIP 99115",NA,301.83197,-35.538631,2452852.6233,2453979.6654,1127.04209999973,0.02,1,21,"6M","HD190647.sys"
"184","HD 192263",1,"HD 192263","HIP 99711",NA,303.499359,-0.866877,2450984.058009,2453546.985231,2562.92722199997,44.25,2,212,"KECK, EULER","HD192263.sys"
"185","HD 192310",1,"HD 192310","HIP 99825",NA,303.822449,-27.032976,2453153.9276,2455501.54683,2347.61922999984,2.68,1,142,"ESO","HD192310.sys"
"186","HD 192699",1.68,"HD 192699","HIP 99894",5220,304.025024,4.580795,2453155.988,2454170.058,1014.0700000003,30.52,1,34,"LICK","HD192699.sys"
"187","HD 195019",1.07,"HD 195019","HIP 100970",5788,307.077637,18.769497,2451004.874132,2453723.717558,2718.84342599986,192.67,3,173,"LICK, KECK, HJS","HD195019.sys"
"188","HD 196050",1.15,"HD 196050","HIP 101806",5892,309.465454,-60.634483,2451118.945,2453632.025741,2513.08074100036,31.26,2,75,"AAT, EULER","HD196050.sys"
"189","HD 196885",1.28,"HD 196885","HIP 101966",6254,309.966156,11.249649,2445150.629,2454784.60365,9633.97464999976,385.96,4,187,"LICK, ELODIE, 0M, EULER","HD196885.sys"
"190","HD 19994",1.37,"HD 19994","HIP 14954",6190,48.193485,-1.196101,2451129.7068,2454496.57966,3366.87286,23.45,3,116,"HJS, HET, EULER","HD19994.sys"
"191","HD 202206",1.15,"HD 202206","HIP 104903",5765,318.740692,-20.789209,2451402.802702,2452219.556333,816.753630999941,0.39,1,95,"EULER","HD202206.sys"
"192","HD 2039",1.17,"HD 2039","HIP 1931",5941,6.084491,-56.650047,2451118.057282,2453579.224159,2461.16687700013,47.68,1,41,"AAT","HD2039.sys"
"193","HD 204313",1.02,"HD 204313","HIP 106006",5760,322.050873,-21.726255,2452840.892291,2455846.72438,3005.83208899992,41.22,1,36,"HJS","HD204313.sys"
"194","HD 205739",1.22,"HD 205739","HIP 106824",6176,324.535034,-31.737484,2453189.808,2454398.5065,1208.69849999994,36.72,1,24,"MAGELLAN","HD205739.sys"
"195","HD 206610",1,"HD 206610","HIP 107251",NA,325.85376,-7.408253,2454313.98,2455188.691,874.711000000127,26.65,1,24,"KECK","HD206610.sys"
"196","HD 20782",1,"HD 20782","HIP 15527",5758,50.014908,-28.854071,2451035.3195,2453632.2813,2596.9617999997,39.62,1,30,"AAT","HD20782.sys"
"197","HD 207832",0.94,"HD 207832","HIP 107985",5710,328.151184,-26.02656,2453191.07306,2455912.71141,2721.63835000014,21.45,1,86,"KECK","HD207832.sys"
"198","HD 208487",1.13,"HD 208487","HIP 108375",6067,329.332703,-37.763622,2451034.178356,2453664.985292,2630.80693600001,15.93,1,35,"AAT","HD208487.sys"
"199","HD 208527",1.6,"HD 208527","HIP 108296",4035,329.099945,21.239859,2454736.119458,2456088.318959,1352.19950099988,118.23,1,24,"BOAO","HD208527.sys"
"200","HD 20868",0.78,"HD 20868","HIP 15578",4795,50.177895,-33.730103,2452944.759761,2454649.925384,1705.16562299989,0.07,1,48,"6M","HD20868.sys"
"201","HD 209458",1.15,"HD 209458","HIP 108859",6117,330.794891,18.884319,2450681.5277,2453370.6986,2689.17089999979,61.43,3,272,"ELODIE, EULER, KECK","HD209458.sys"
"202","HD 210277",1.01,"HD 210277","HIP 109378",5555,332.374451,-7.548654,2450277.040643,2453927.90889,3650.86824700003,25.31,3,132,"KECK, HJS, EULER","HD210277.sys"
"203","HD 210702",1.68,"HD 210702","HIP 109577",4967,332.963867,16.04055,2453241.863,2454197.033,955.169999999925,21.99,1,29,"LICK","HD210702.sys"
"204","HD 212301",1,"HD 212301","HIP 110852",NA,336.878845,-77.717926,2452856.82311094,2453579.76714084,722.944029900245,0.04,1,23,"6M","HD212301.sys"
"205","HD 212771",1,"HD 212771","HIP 110813",NA,336.762787,-17.263659,2454339.83,2455188.695,848.864999999758,27.32,1,20,"KECK","HD212771.sys"
"206","HD 213240",1,"HD 213240","HIP 111143",NA,337.751526,-49.43327,2451034.199769,2453576.189384,2541.98961499985,67.13,2,102,"AAT, EULER","HD213240.sys"
"207","HD 216435",1.3,"HD 216435","HIP 113044",5999,343.408051,-48.598286,2451034.210521,2453702.978012,2668.76749100024,15.93,1,58,"AAT","HD216435.sys"
"208","HD 216437",1,"HD 216437","HIP 113137",NA,343.66452,-70.073708,2450830.941956,2453632.149926,2801.20796999987,30.91,2,60,"AAT, EULER","HD216437.sys"
"209","HD 216770",1,"HD 216770","HIP 113238",NA,343.973785,-26.658764,2451795.6279,2452622.5508,826.922899999656,0.02,1,16,"EULER","HD216770.sys"
"210","HD 217107",1.02,"HD 217107","HIP 113421",5646,344.564758,-2.395385,2451027.94043,2454721.944977,3694.00454699993,98.7,4,293,"LICK, KECK, HJS, EULER","HD217107.sys"
"211","HD 218566",1,"HD 218566","HIP 114322",NA,347.294708,-2.260742,2450366.85498,2455408.11285,5041.25787000032,7.25,1,56,"KECK","HD218566.sys"
"212","HD 219828",1,"HD 219828","HIP 115100",NA,349.694733,18.64572,2453509.928056,2453975.734459,465.806403000373,0.02,1,22,"6M","HD219828.sys"
